Tweet ID,Tweet Text,Label
632377165477191680,trayvon martin at space camp in florida . #blacklivesmatter URL <end>,rumor
724320681517670400,"340,000 pledge to boycott target over transgender bathroom policy URL URL <end>",rumor
544513524438155264,"sydney siege : police enter cafe as hostages flee the scene , gunfire heard , reports of an injured person – live URL <end>",rumor
656955120626880512,correct predictions in back to the future ii URL <end>,rumor
654336219447472128,"beat the 5p bag charge by #winning 1 of 5 cute lambrini shopping bags - rt & follow to enter ! 18 + , t & cs apply URL <end>",rumor
722885778448121857,"a new transgender bathroom policy at @target is real , and it's fabulous : URL URL <end>",rumor
778681502825451520,black men have legitimate reason to run from police – #massachusetts supreme court URL URL <end>,rumor
656523458139045889,is your drug dealer charging you more because of the 5p bag charge ? let us know ! ring 101 now URL <end>,rumor
716416753409081344,"hearing that bernie sanders flipped clark county in nevada at state convention , may have won the entire state #feelthebern <end>",rumor
766715993385267201,russian olympic officials concerned after learning team ’ s clean urine reservoir almost empty URL URL <end>,non-rumor
663817239896821760,for everyone who thinks starbucks red cups are ruining christmas URL URL <end>,rumor
693869818366287872,"vanessa hudgens ' father , gregory hudgens , dies the night before "" grease : live "" URL URL <end>",non-rumor
767814876433571840,"rudy giuliani rips @hillaryclinton for dragging colin powell into email scandal : "" she lies every day . "" URL <end>",non-rumor
751536167183613952,#urgent so-called ' purge ' planned tonight in baton rouge 1200am - 0500am . #bluelivesmatter - heres the flash > > URL <end>,rumor
524925987239120897,soldier shot at national war memorial in ottawa URL #cdnpoli #hw <end>,rumor
751856580874960897,"should say "" labor unions aligned with @hillaryclinton "" stopped dems from saying no tpp-they don't speak for nurses URL <end>",rumor
552834961762709505,paris manhunt : 3 #charliehebdo attackers with ak - 47 rifles & reportedly rocket-propelled grenade still at large URL <end>,rumor
656870311057575936,the 5 most accurate predictions from the decade-jumping adventures in #backtothefuture : URL URL <end>,rumor
636925368927064064,actor james earl jones is not dead : URL URL <end>,rumor
655432919595548672,thousands of people in china claim they have seen a ' floating city ' in the sky URL <end>,rumor
642432477185867776,the stickers on fruit are edible . <end>,rumor
524922729485848576,only photo i will tweet . cpr being performed on the soldier now . i heard four shots . #ottawa URL <end>,rumor
614608936491188225,white house lit in rainbow colors after gay marriage ruling URL URL <end>,rumor
674187250792558592,donald trump v adolf hitler URL <end>,rumor
674314254732931072,". @presssec : @realdonaldtrump comment "" disqualifies "" him from presidency URL via @talkopan URL <end>",rumor
764906140257837056, my dad is in the air force and that inspired me to have my back up job be president  — lily : URL URL <end>,non-rumor
622858454949040128,in heaven chick-fil-a is open on sundays . <end>,rumor
676870737932742656,plumber suing car dealership for $ 1m after truck he traded in ends up in hands of isis : URL URL <end>,rumor
762793077509464064," if you could compete in any olympic event , what would you choose ?  — @potus asks @flotus : URL URL <end>",non-rumor
692748411481780224,"man held at disneyland paris carrying "" low-calibre "" guns & copy of koran - police sources URL URL <end>",non-rumor
692702295281262593,the @who predicts 3 to 4 million cases of #zikavirus that is spreading through americas URL <end>,non-rumor
764931593303646208,"fox news host claims hillary clinton had seizure on camera , has ' secret ' health issues URL URL <end>",rumor
681824512120324096,"when she heard about south korean "" comfort women , "" @yunghi photographed some survivors URL URL <end>",non-rumor
658259426172891136,4 legged chickens : fda confiscates several thousand chickens from kfc farms as mutations worsen URL <end>,rumor
693534670428971008,"up to 100 masked men , dressed in black , involved in "" migrant attack "" in stockholm URL URL <end>",non-rumor
742050150307246080,shooter in orlando was : a . muslim b . registered democrat voter c . isis d . homophobic e . ready for hillary URL <end>,rumor
544512664769396736,"breaking : police enter #lindt cafe , hostages flee URL #sydneysiege URL <end>",rumor
613425834301485056,police bought #dylannroof food from @burgerking after he was arrested for church shooting : URL URL <end>,rumor
690580180805509121,justin trudeau : i will raise my sons as feminists URL URL <end>,non-rumor
651786568592658433,one third of vegetarians eat meat when they get drunk | URL URL <end>,rumor
778299287293816832,will ny ag investigate clinton campaign credit card fraud re elderly donors ? URL URL <end>,rumor
656825206045020160,"#backtothefuture fans , it's october 21 , 2015 — the future is finally here ! URL URL <end>",rumor
616311563071434753,apologies if you've already seen a crow riding a bald eagle today . image : phoo chan story : URL URL <end>,rumor
693071538896162816,orphanage saved by bikini car wash URL URL <end>,non-rumor
692803280238419971,usgs : sonic boom confirmed in new jersey area after reports of shaking ; cause not immediately known URL <end>,non-rumor
604642913188872192,florida man sips bud light as he walks down street in only shirt and shoes ; says he lost pants and underwear at beach URL <end>,rumor
693059995013742592,mook spooked : hillary manager predicts trump will win presidency if nominated ! <end>,non-rumor
673581371458199552,men from #pakistan security forces told reporters to stop probing #tashfeenmalik background or face arrest URL <end>,rumor
693128224960856064,iranian surveillance drone flies over u . s . aircraft carrier in persian gulf URL URL <end>,non-rumor
544305540286148609,a man believed to be the gunman filmed wearing a black headband inside the cafe URL URL <end>,rumor
692833140428017664, let's not make the next two weeks about a ' black qb . ' let's just talk about the greatness of this guy .  - c . barkley URL <end>,non-rumor
703234354579898368,"kenny is considered the first tiger with down syndrome . at the age of nine , kenny died in 2008 of cancer . URL <end>",rumor
672219174463275008,"pres . obama on #sanbernardino : "" we have a pattern now of mass shootings in this country . "" URL URL <end>",rumor
701539698452393986,"the 2016 race : no , the polling doesn ’ t prove bernie sanders won the hispanic vote in nevada URL <end>",rumor
701175292937707520," sanders won 54 % of the latino vote , according to the sample data , compared to clinton ’ s 43 % .  #nvcaucus URL <end>",rumor
619242759359037440,"obama 2008 : "" i support traditional marriage , christians vote for me "" obama 2015 : "" the white house is a rainbow . bring me my unicorn "" merica . <end>",rumor
674301960787505153,donald trump has been disqualified for running for president URL <end>,rumor
669201837187334144,"steve jobs was adopted . his biological father was abdulfattah jandali , a syrian muslim . <end>",rumor
544329935943237632,uber sydney trips from cbd will be free for riders . higher rates are still in place to encourage drivers to get into the cbd . <end>,rumor
693641113693884416,"ooh , baby ! icymi : dickie v loved this reverse dunk by freshman phenom ben simmons . URL <end>",non-rumor
706933939953344514,bernie sanders speaking about institutional racism 👏 🏽 🙌 🏽 URL <end>,rumor
616481759329427456,"just a crow riding an eagle , nbd . URL URL <end>",rumor
767698691205410816,#donaldtrump's son spoke about his father's decision to visit flood-damaged louisiana while pres . obama played golf . URL <end>,non-rumor
692758050378256388,elvis presley made his tv debut 60 years ago today . look back at his history on the tube URL URL <end>,non-rumor
693013768738115584,uk heterosexual couple who want to enter civil partnership rather than marry lose challenge at london's high court URL <end>,non-rumor
667073349974102017,anne frank was a refugee denied entrance to the united states URL #syrianrefugees URL <end>,rumor
714567472712589312,how many more trump supporters will defect ? an open letter to trump voters from his top strategist-turned-defector URL <end>,rumor
620971220301787136,while @cnn is talking about #irandeal nasa confirms earth will experience 15 days of darkness in november 2015 URL <end>,rumor
652992524504600576,"steve jobs was adopted . his biological father was abdulfattah jandali , a syrian muslim . <end>",rumor
748640007934590976,what's the no . 1 killer of americans ? these rankings have changed little over the years URL URL <end>,rumor
552791196247269378,"breaking : at least 10 killed in shooting at french satirical newspaper charlie hebdo , paris prosecutor's office says . URL <end>",rumor
661229627734667264,mayors flatly deny klan membership after #anonymous releases names online URL #opkkk #hoodsoff URL <end>,rumor
614628136634949632,the @whitehouse is lit up in a rainbow #lovewins URL <end>,rumor
728273551883534336,caitlyn jenner will pose nude on the sports illustrated cover . her balls will be censored by a sad michael jordan face . <end>,rumor
707786906189303808,meet kenny the tiger . he was born with down syndrome . he's proof you don't have to be perfect to be beautiful ❤ ️ URL <end>,rumor
648310692794109952,"steve jobs was adopted . his biological father was abdulfattah jandali , a syrian muslim . <end>",rumor
614595106906226688,the white house bathed in rainbow #scotusgaymarriage URL <end>,rumor
544381485591982083,reports on @channeltennews #sydneysiege gunman wants #isil flag delivered to cafe and he also wants to speak to pm or people will be killed . <end>,rumor
651044059222556674,"the best thing about the 5p plastic bag charge is that the cupboard next to my sink is now worth £ 672,348 . <end>",rumor
604354747357859842,florida couple arrested for selling fake real estate on the moon #wtf15 👉 🏿 👉 URL URL <end>,rumor
544278985249550337,geoblock lifted on #abcnews24 . streaming coverage of the martin place siege in sydney here URL <end>,rumor
544382892378714113,five hostages escape sydney cafe siege — live updates from @buzzfeedoz URL URL <end>,rumor
714755546285477888,donald spunktrumpet's former communications director stephanie cegielski has resigned and written this - URL <end>,rumor
767561970182598657,nothing to see here . just nuggets forward wilson chandler catching a 350 - pound fish : URL URL <end>,non-rumor
676491949524713473,war has come again in the #the100 season 3 trailer URL @cwthe100 @miselizajane @wildpipm URL <end>,non-rumor
715268937873760256,"donald trump goes full anti-woman : "" punishment "" for women who abort URL URL <end>",rumor
612438528803213312,"after police arrested #dylannroof , they went and bought him burger king because he was hungry . #charlestonshooting URL <end>",rumor
544514564407427072,"police seem relaxed , suggesting all hostages are out and gunman no longer a threat URL #sydneysiege <end>",rumor
614604580601597953,"watch live : as sun goes down , white house lights up rainbow colors to celebrate scotus ruling URL URL <end>",rumor
614604054552018944,the @whitehouse is rainbow-colored tonight in celebration of scotus same-sex marriage ruling . URL URL <end>,rumor
525023025792835585,#ripnathancirillo rt @globeandmail : soldier killed at war memorial identified as cpl . nathan cirillo #ottawashooting URL <end>,rumor
673696115305406466,72 dhs employees on terrorist watch list URL <end>,rumor
615592870540488704,"if they can light up the white house like a rainbow , it sure as hell better be red , white & blue for independence day . <end>",rumor
641050980985999360,"happy "" $ 15 minimum wage "" labor day from mcdonalds URL <end>",rumor
692820029159653377,"beck on david bowie : "" he ’ s always been a guidepost for me "" URL URL <end>",non-rumor
656811196218286080,10 ' back to the future ' predictions that came true URL URL <end>,rumor
612646796355960832,"after arrest , dylann roof was hungry . police bought him food from burger king . more details : URL URL <end>",rumor
674263945172119552,1.15 million americans have been killed by guns since john lennon's death URL URL <end>,rumor
681767380305985536,"sorry , mark zuckerberg is not giving $ 4.5 billion to 1,000 random facebook users URL URL <end>",rumor
613023744454475776,first black female gop @repmialove returning donations from alleged white supremacist URL URL <end>,rumor
723521076446142465,when your two favorite landmarks ... go purple in honor of the world missing prince ... beautiful : URL <end>,rumor
524925215235911680,#breaking news : shots fired at parliament hill . follow developing story : URL URL <end>,rumor
692845716826300418,"today , the @deptofdefense took steps to expand paid leave for military moms and dads → URL URL <end>",non-rumor
681147789653356544,katy perry - - makes holiday wish come true for burn victim URL <end>,rumor
634404792241143809,new seaworld show just elephant drowning in large tank of water with no explanation URL URL <end>,rumor
641430951403343872,translucent butterfly - beautiful ! URL <end>,rumor
544399927045283840,"nsw police confirm 5 hostages have emerged from #sydneysiege and they are negotiating : "" it might take a bit of time "" URL <end>",rumor
693315824132685824,#quasimodo : dog with short spine has big heart URL URL <end>,non-rumor
692890520960397312,"the terps do it again ! no . 8 maryland knocks off no . 3 iowa 74-68 , has beaten 5 of its last 7 top - 5 opponents . URL <end>",non-rumor
667487418388488192,"the picture of a syrian child "" surrendering "" to a camera is real . URL URL <end>",rumor
613362193787129860,"the kissing islands , greenland . URL <end>",rumor
654371696195993600,colorado mcdonald ’ s offers first marijuana friendly smoking section in restaurant - URL <end>,rumor
633961125126668288,a new cnn / orc poll finds @hillaryclinton ahead of @realdonaldtrump by just 6 points URL URL <end>,rumor
626898253900943360,everyone mad at bruce for his sex change but no one gave ashit about that nerd minkus changing into chanel west coast URL <end>,rumor
692925396292091905,paul kantner was jefferson airplane's conceptual heart . here are 12 essential songs URL URL <end>,non-rumor
656662726014599168,"the father of steve jobs , the ground-breaking founder of apple , was a refugee from syria URL URL <end>",rumor
604625816992002049,"the kissing islands , greenland . URL <end>",rumor
766568413418356736,"us swimmer jimmy feigen to pay $ 11,000 to charity as part of deal to settle brazil robbery dispute - us media URL <end>",non-rumor
672828403016429568,obama plans executive action on gun control ; white house admits it will not prevent mass shootings URL <end>,rumor
677099574855639044,plumber suing car dealership for $ 1m after truck he traded in ends up in hands of isis : URL URL <end>,rumor
763738618573623297,hillary clinton strategist bob beckel called for wikileaks editor julian assange to be assassinated : i do not ... URL <end>,rumor
675193315306905600,el chapo vs isis : mexican cartel boss threatens islamic state over drug trade URL URL <end>,rumor
544274934835707905,several people being held hostage at a sydney cafe . australian tv showing people with hands up against a window : URL <end>,rumor
692368829368918017,"london jury acquits five out of six brokers who were on trial , accused of manipulating the libor interest rate URL <end>",non-rumor
553506608203169792,"map shows industrial estate where 2 #charliehebdo suspects are holed up , surrounded by police URL URL <end>",rumor
676586804242309121,"isis has been killing babies afflicted with down syndrome and other disabilities , activists claim URL <end>",rumor
544314234541469696,uber intros surge pricing in downtown sydney during hostage siege URL URL <end>,rumor
644329878876237824,alert : tsunami advisory issued for southern california from 3-7 a . m . local time . stay away from ocean and shoreline . #cawx #tsunami <end>,non-rumor
658938136299511808,human dna found in hot dogs - and 10 % of vegetarian sausages contain meat URL URL <end>,rumor
674014933235859456,"dearborn michigan , this morning . pro isis rally . spread the word , the fit is about to hit the shan here in the us . URL <end>",rumor
524975705206304769,#nhl cancels tonight's game between #ottawa and #toronto due to today's shootings . senators were to host maple leafs . <end>,rumor
693853310479155200,meet our new fave celebrity couple : leonardo dicaprio and his vape pen URL URL <end>,non-rumor
663744139666804736,"as you ignore the cold homeless guy sitting outside starbucks , please be sure to complain about the ' non-christian ' red cup of $ 5 coffee . <end>",rumor
665309822208729088,breaking : five explosions heard near bataclan concert hall in paris : reuters witness URL <end>,non-rumor
544290258951892992,central sydney shut down by police amid ongoing hostage situation : URL <end>,rumor
673079581520318464,do these look like the faces of a homeless couple caught living in a walmart attic for 2 years ? URL <end>,rumor
757190314880884736,"donald trump : "" ... laziness is a trait in blacks . it really is , i believe that . it ’ s not anything they can control . ” URL <end>",rumor
643225207705075716,isis flag among refugees in germany fighting the police .. URL #norefugees #rebootliberty URL <end>,rumor
665361505303584774,"first load of 10,000 syrian refugees has arrived in new orleans , being resettled unbeknownst to locals #tcot URL <end>",rumor
693281966846808064,"a head-on collision with another planet may have created our moon , researchers say URL URL <end>",non-rumor
732971411157880832,here's an interesting look at $ tgt target's stock price since it implemented it's transgender bathroom policy ... URL <end>,rumor
651402689352351744,"help the red cross provide food , water & cots for refugees across europe . URL #aidrefugees URL <end>",rumor
524952883343925249,watch video showing gunfire inside canada's parliament in ottawa URL URL <end>,rumor
693811101146963968,trump hopes for reversal on same-sex-marriage URL | ap photo URL <end>,non-rumor
649903655160815616,vatican says #kimdavis ' meeting w / #popefrancis ' should not be considered a form of support . ' URL URL <end>,rumor
