Tweet ID,Tweet Text,Label
380055172896272384,"a city in louisiana has made "" twerking "" illegal , imposing a punishment of 30 days in jail for a first offense <end>",rumor
684118654418419712,"dammit , janet ! fox's rocky horror picture show casts @victoriajustice URL URL <end>",non-rumor
560474897013415936,for just $ 1 you can get a free jr . frosty with every 2015 purchase ! get a frosty key tag now & help support @dtfa . URL <end>,rumor
728038172270198787,caitlyn jenner will pose nude on the sports illustrated cover . nothing says sexy like a 66 year old chick with balls . <end>,rumor
519962130859429888,the fight against isis starts at our border . ' at least ' 10 isis have been caught crossing the mexico border . build a wall ! <end>,rumor
687734662249246724,"we have some bad news , friends fans . the whole cast won't be reuniting in february : URL URL <end>",non-rumor
525041127343550464,"this photo was taken by a tourist at the national war memorial , shortly before nathan cirillo was shot and killed . URL <end>",rumor
552112474913136641,president obama's daughter wears a pro era t-shirt : URL URL <end>,rumor
692792765852286977,dorm room decorated with empty bottles of adderall URL <end>,non-rumor
503609826128044032,suspect in beheading of journalist james foley named as 24 y / o abdel-majed abdel bary . URL <end>,rumor
553212962044149761,"paris says highest alert level extended north to region where attack suspects spotted - @afp , @melissabellf24 URL <end>",rumor
524929796862918656,soldier shot at national war memorial in ottawa URL URL <end>,rumor
489794593580650497,breaking : malaysia airlines passenger ' shot down ' near russian border in ukraine URL URL <end>,rumor
690145844318834689,happy #nationalhugday URL <end>,non-rumor
574062768896212992,oregon community helps mother after boy punished for being tardy due to vehicle problems : URL URL <end>,rumor
532851585408593920,"disney are making their first movie to feature two gay princes who fall in love , amazing . <end>",rumor
538760398003253248,karma 🙀 #ferguson protestor accidentally burns 🔥 down own house 🏡 URL @sheepawoken @youngblkrepub #tcot URL <end>,rumor
528822281972498432,fanged deer spotted in afghanistan for the first time in 65yrs URL rt @independent mt @thewcs cc URL <end>,rumor
763896522790440960,layton police officer hospitalized after subway worker serves him meth and thc in his drink ( video ) URL <end>,rumor
356310469390245888,* breaking news * obama administration files federal charges against george zimmerman ! #ontheroadtojustice <end>,rumor
407279190913069056,fast & furious franchise responds to paul walker's death : URL URL <end>,rumor
688096910217879554,". @potus ' s favorite movie of the year ? hint : he loves saying "" science the heck out of this thing "" #youtubeasksobama URL <end>",non-rumor
691299810553384960,fact : up to 129 million americans with pre-existing conditions can no longer be denied coverage . #acaworks URL <end>,non-rumor
767462297270968321,this was team usa's largest margin of victory in a gold-medal game since the dream team beat croatia by 32 in 1992 . URL <end>,non-rumor
496698590153416704, justin bieber ringtone saves russian fisherman from potentially fatal bear attack .  <end>,rumor
691700082601758720, ted cruz is by far the most consistent conservative in that crowd .  URL | ap photo URL <end>,non-rumor
767223774072676354,"former 3 doors down guitarist matt roberts has died at age 38 , according to his father . URL URL <end>",non-rumor
532197572698320896,sugarhill gang's big bank hank dies - - dead at 57 from cancer URL <end>,rumor
489975398151618560,a memorial for #mh17 victims forms near the netherlands embassy in kiev : URL ( roman pilipey / epa ) URL <end>,rumor
510916725953417218,just in : isis video claims to show beheading of british citizen URL <end>,rumor
524935769614331904,update : reports of gunfire inside the halls of the canadian parliament building in #ottawa : URL <end>,rumor
706665777332621314,". @berniesanders : in 2016 , "" we will end institutional racism and reform a broken criminal justice system . "" #demdebate <end>",rumor
693718533239365633,1 billion young people will start work in the next decade — only 40 % in jobs that now exist URL URL <end>,non-rumor
699252269414354944,a eulogy for the show that changed kids ' tv forever : #gravityfalls URL URL <end>,non-rumor
524976526891417600,"the canadian soldier shot at the war memorial in ottawa has died , according to two members of parliament . live blog : URL <end>",rumor
692842124841123842,nicoderm introduces new nicotine eye patch URL URL <end>,non-rumor
524757333608394752,meet the south american goliath birdeater - - a spider the size of a puppy : URL URL <end>,rumor
489796998615547904,breaking : malaysia airlines plane ' shot down ' travelling from amsterdam to kuala lumpur URL URL <end>,rumor
356297080169447425,obama files federal charges against george zimmerman 🙌 🙌 🙌 that's myyy president ! yaasss 🙏 praise the lord . <end>,rumor
692924229017309184,the real takeaway from the #gopdebate ? this ted cruz snub . URL <end>,non-rumor
525305690257379328,a touching tribute to a fallen soldier URL URL <end>,rumor
536827853669941248,lego letter from the 1970s still offers a powerful message to parents 40 years later URL URL <end>,rumor
693509689418588160,what was your favorite moment from this week's #teenwolf ? watch + let me know : URL URL <end>,non-rumor
692267960686284800,french justice minister quits in apparent protest at plan to strip citizenship from people convicted of terrorism URL <end>,non-rumor
693722259740069889,bbc reports that broadcaster sir terry wogan has died of cancer aged 77 <end>,non-rumor
689922870689009664,"yes , trump really said , "" the whites don't get any nominations "" at the bet awards : URL URL <end>",non-rumor
757450526153900032,victoria woodhull ran for us president 144 years before hillary clinton 📻 URL URL <end>,rumor
508002575858561024,"pentagon confirms ahmed abdi godane , a leader of the al shabaab islamist group , was killed in a u . s . airstrike : URL <end>",rumor
553544252563935234,breaking : at least 2 killed in #paris hostage situation via @afp URL <end>,rumor
500363126294863876,the #ferguson police chief just basically confirmed #mikebrown was gunned to death for the crime of walking in the street ? horrific . <end>,rumor
365497016098369536,water leaks at fukushima could contaminate entire pacific ocean URL <end>,rumor
522684367647559681,isis militants are beheading their own fighters URL URL <end>,rumor
766989078294306816,report : more american fifth-graders taking gap year to unwind before middle school URL URL <end>,non-rumor
500378522788315137,#ferguson police : officer involved in fatal shooting of michael brown didn't know he was suspect in alleged robbery . URL <end>,rumor
386682163862986752,"fox : obama offers "" to pay out of his own pocket for the museum of muslim culture . "" their source : a satire website URL <end>",rumor
551106923601219585,"goodbye elly may : ' beverly hillbillies ' star donna douglas dead at 81 , reports say . URL URL <end>",rumor
692692529779707904,"the @who sets up zika "" emergency team "" after "" explosive "" spread of the virus URL URL <end>",non-rumor
524291188422356993,adam we should do a test with this spider ! ... adam ? URL URL <end>,rumor
693921710383337472,a conversation with x japan's yoshiki and documentarian stephen kijak URL URL <end>,non-rumor
767515401831997440,"' keep it , ' says simone biles throwing gold medal to adoring men's gymnastics team URL #rio2016 URL <end>",non-rumor
538851683141304320,lots of tweets that darren wilson paid by abc for interview . abc told @brianstelter not true & i've seen no credible reporting to contrary <end>,rumor
733242244522725376,"🎯 #target backlash over transgender bathroom policy hits "" boiling ♨ ️ point "" ❗ ️ URL #boycotttarget URL <end>",rumor
535148463609356288,this russian kid got zapped by a faulty electrical wire and now he's a real-life magneto URL URL <end>,rumor
707308274270539777,no one is surprised by this.of course obama is skipping nancy reagan's funeral.dignity isn't his strongest attribute URL <end>,rumor
693676692309700609,an unexpected bond has developed between damaged parrots and traumatized veterans URL URL <end>,non-rumor
727966590084485120,. @caitlyn_jenner will reportedly pose nude for sports illustrated URL URL <end>,rumor
553550301886955520,"breaking : one person seriously wounded , six taken hostage in incident at kosher supermarket in paris : police source <end>",rumor
489800427152879616,malaysia airlines says it lost contact with plane that was flying in ukrainian airspace URL URL <end>,rumor
689799953330368513,"gop strategist says trump supporters are "" childless single men who masturbate to anime "" URL URL <end>",non-rumor
560133068670140417,islamic tribunal in texas operating under sharia law ♨ ️ wtf is this 😡 @lodisilverado @amymek #tcot URL URL <end>,rumor
693830499047989248,"boko haram burns kids alive in northeast nigeria , witness says URL <end>",non-rumor
652982112870662144,surprising number of vegetarians secretly eat meat URL URL <end>,rumor
687617735833026560,"he was severus snape . he was the sheriff of nottingham . he was alexander dane . he was , of course , hans gruber . we are devastated . <end>",non-rumor
482880640560271361,religious subjugation ? u . s . troops in bahrain getting ramadan training . URL #tcot <end>,rumor
730516765525082112,a canadian teen didn't find a lost mayan city : URL URL <end>,rumor
524959836778536961,update : ottawa police confirm gunman in canada shooting shot and killed . search on for possible additional gunmen . URL <end>,rumor
693492349142433792,japan's first stealth fighter unveiled URL URL <end>,non-rumor
693729678306189313, an extraordinary broadcaster  - tributes paid to sir terry wogan who has died aged 77 URL URL <end>,non-rumor
407213772328022016,"fast and furious star paul walker dead in car crash . what next , samuel l jackson killed by snakes on a plane ? <end>",rumor
531524882325311488,ap : iraqi officials say u . s . airstrikes have wounded the leader of the islamic state militant group abu bakr al baghdadi <end>,rumor
716439952922312704,we officially won clark county ( 70 % of the population of nevada ) and washoe county +5/6 for @berniesanders - 4 for hillary #bernietakesnevada <end>,rumor
693537938425171968,"when an iowa man asked ted cruz an uncomfortable question , the room went silent URL URL <end>",non-rumor
387309869080281088,it says a lot about your worldview that you hear obama is donating a muslim museum and it makes sense to you : URL <end>,rumor
470025166760980483,where is michelle obama's hashtag for meriam ibrahim ? she's pregnant and sentenced to die URL URL <end>,rumor
519868410599993344,thumbs up emoji rt @complexmag someone spray painted a penis on a $ 2.4 million bugatti veyron : URL URL <end>,rumor
766719302401613825,dog dies after protecting 8 - month-old baby girl from house fire in baltimore URL URL <end>,non-rumor
500284699546517505,if there is surveillance of a robbery why release stills and not the video itself ? #ferguson <end>,rumor
761355585724055553,"every summer since taking office , our interns surprised @potus with a birthday card . #tbt to the 1st one from 2009 : URL <end>",non-rumor
693452449173086210,study finds girls outperforming future employers in school URL URL <end>,non-rumor
334722003057647616,this is just about the weirdest fetish i've ever heard of . what was he thinking of ? ( via @elvis717 ) URL <end>,rumor
692134022839955456,man at salad bar has to say every item aloud as he adds it to salad URL URL <end>,non-rumor
692765809425408000,gerrymandering is even more infuriating when you can actually see it URL URL <end>,non-rumor
523863683928457216,goliath encounter : puppy-sized spider surprises scientist in rainforest - URL URL <end>,rumor
504244627680272384,cnn : new audio reveals 10 shots fired at michael brown . cluster of 6 ... a pause ... and then 4 more URL <end>,rumor
678277910537588737,the 17 #thexfiles episodes to watch before it returns URL @thexfiles @gilliana @davidduchovny URL <end>,non-rumor
714560810266132480,"letter to trump voters from his top strategist-turned-defector - i don't know if this is real , but it's believable . URL <end>",rumor
655812191233417216,when refusing to pay the 5p bag charge backfires URL 😂 🙈 <end>,rumor
760109079133990912, after school satan clubs  ? URL <end>,rumor
532319110458118144,employee says manager bans slang at chick-fil-a . URL URL <end>,rumor
516321020815228929,"beheading suspect attended same mosque as 9/11 terrorist : moore , oklahoma - - alton nolen , the man who beheaded ... URL <end>",rumor
724661834419048448,"hey guys , target isn't backing down check the usa today article about the boycott URL <end>",rumor
504453071041482753,report : #nhl expansion to las vegas ' a done deal ' URL URL <end>,rumor
455525437351800832,why is my grandpa tryin to tell me leonardo dicapro is gonna play martin luther king in a movie .. lol ! <end>,rumor
524320261667950592,i feel some type of way . URL <end>,rumor
535252460148113409,raven symone blasts bill cosby rape story URL URL <end>,rumor
767845555313774593,"minor leaguer hits grand slam , later finds out that he broke his own windshield URL URL <end>",non-rumor
757748522481491968,tim kaine & his besties the muslim brotherhood URL #demsinphilly #dncconvention URL <end>,rumor
526459255147491328,judd nelson didn't die last night . he sent us this photo to debunk the rumor . URL URL <end>,rumor
688110059553861634,here's what @potus keeps in his pockets to remind himself of the people he meets along the way . #youtubeasksobama URL <end>,non-rumor
524929497205055488,"canada's parliament hill is on lockdown as police hunt shooting suspect ; at least 1 injured - @cbcnews , @torontostar URL <end>",rumor
727172374999666688,"we should pick a company a month . 1.1 million families join afa's target boycott , stock takes $ 2.5 billion hit - URL <end>",rumor
693802524579618816,". @tedcruz : @marcorubio "" broke his promise to the american people "" on immigration URL #cnnsotu URL <end>",non-rumor
436089462326849536,omfg read this its my personal experience with talking angela URL <end>,rumor
519867098945044480,someone spray painted a penis on a $ 2.4 million bugatti veyron : URL URL <end>,rumor
689722724470620161,"taliban says it is behind #bachakhanuniattack that left at least 19 dead , pakistani media report URL <end>",non-rumor
755548076438196225,"colombus , ohio police officer served sandwich with shards of glass . URL <end>",rumor
536835346932441088,that powerful lego letter to parents about gender and creativity ? it's real . URL URL <end>,rumor
524191650420367360,win : macy's stops stocking sodastream URL #bds #palestine @aicnews URL <end>,rumor
495305620342714369,"tesla says it's broken ground near reno , nevada for a $ 5 billion battery plant : URL URL <end>",rumor
693560600471863296,"miami was desperate for a turnover . instead , nc state got this dunk . and a big upset win : URL <end>",non-rumor
532206910796468224,a chick-fil-a manager allegedly banned this hilarious list of slang words URL URL <end>,rumor
428366153149194240,#obamacare will soon require you to get an rfid chip implanted into your skin to monitor and track you . <end>,rumor
551120768164462592,"donna douglas , star of the beverly hillbillies , has passed away at 81 URL URL <end>",rumor
691327238353129472,congress allocates $ 90 million to protect remaining eagles members URL URL <end>,non-rumor
500258409988763649,"name of #ferguson cop is expected to be released by 9 et , police chief says : URL ( j . b . forbes , ap ) URL <end>",rumor
658755852199927808,"test finds human dna in hot dogs , meat in vegetarian products URL URL <end>",rumor
507454543169617920,"no , internet , betty white is not dead URL ( photo : getty ) URL <end>",rumor
509464457836511232,"apparently microsoft are trying to buy mojang , the creators of minecraft , for around $ 2 billion ... o_o <end>",rumor
727982226290442240,surprise ! = > @target stock drops since #transgender bathroom policy URL URL <end>,rumor
519530210795216896,"hp confirmed that it's splitting into two companies . and cutting 5,000 jobs . URL $ hp URL <end>",rumor
407262953533353984,late actor paul walker's admirable history of organizing & participating in international disaster relief missions : URL <end>,rumor
500279189405433858,"that was very "" slick "" of the police chief to create a narrative that #mikebrown was a "" suspect "" in a robbery ! #ferguson <end>",rumor
565999191982616577,"let's let our friends know that a state senator in south carolina stated "" women are a lesser cut of meat "" #chewonthis URL <end>",rumor
503610065769598976,#breaking : suspect in beheading of journalist james foley named as 24 y / o abdel-majed abdel bary . URL via @israelbreaking <end>,rumor
763428684850094080,breaking video : hillary surrogate calls for the assassination of julian assange . URL <end>,rumor
757367391202471937," laziness is a trait in blacks ,  1991 book quotes trump as saying : URL URL <end>",rumor
693618217667928068,"just when we thought we couldn't love steve carell more , he helps carol burnett up to the #sagawards stage . ❤ URL <end>",non-rumor
518620083342835712,mass grave found in mexico town where over 40 students went missing - URL <end>,rumor
576319832800555008,hoppla ! @l0gg0l : swiss rumors : putin absence due to girlfriend alina giving birth in ticino URL URL <end>,rumor
500327106824245249,"all weekend ppl will be talking about the "" robbery "" instead of the shooting bc #ferguson pd didn't release any info about the shooting . <end>",rumor
535257207991205888,russian boy shocked by electricity now claims he has superpowers like magneto URL URL <end>,rumor
273182568298450945,42 million dead in bloodiest black friday weekend on record URL <end>,rumor
407233172380733441,paul walker's last pic before his death in car accident :'( #rip #paulwalker URL <end>,rumor
539833716852273152,who killed deandre joshua - and why ? still more questions than answers regarding 20 - year-old murdered in ferguson URL <end>,rumor
764449685897568256,happy #lefthandersday URL <end>,non-rumor
689650617464311813,leonardo dicaprio is giving away $ 15 million to environmental causes : URL URL <end>,non-rumor
715255507506892800,"update : donald trump advocates abortion ban and "" some form of punishment "" for women who have an abortion . URL - @msnbc <end>",rumor
726442550266044416,"because target believes men can pee with girls , their stock has taken a huge hit . good . keep boycotting target . URL <end>",rumor
523026678419714048,"man walks in south american rainforest at night , sees spider the size of a small puppy URL <end>",rumor
693501482721681408,"on this date in 1996 , magic johnson returned to the nba more than four years after testing positive for hiv . URL <end>",non-rumor
536962520477470720,that powerful letter from lego to parents from the 1970s ? it's real URL URL <end>,rumor
729647367457230850,leading causes of death in the u . s . : 1 . heart disease 2 . cancer 3 . medical error URL URL <end>,rumor
514098803347951616,breaking news : the 3 missing afghan soldiers have been found trying to cross into canada at the rainbow bridge in niagara falls . ny . nbc <end>,rumor
535579674152148992,fact : florida state university shooter's last facebook status was bible verse ( matthew 5:3 ) .. imagine if it was quran : URL <end>,rumor
544154048950435840,today's cover : meet the teen who's made $ 72 million trading stocks on his lunch breaks URL URL <end>,rumor
690920430287331328,"internet of things security is so bad , there's a search engine for sleeping kids URL <end>",non-rumor
533734824905670656,breaking news : isis executioner jihadi john reportedly wounded in air strike . big scoop in tomorrow's mos > URL <end>,rumor
534337548680978432,"we are running out of chocolate , warns world's largest chocolate manufacturer URL URL <end>",rumor
767170849472405508,"olympics : us women win 6th straight 4x400m - relay gold , giving allyson felix 6 career golds . URL URL <end>",non-rumor
742050150307246080,shooter in orlando was : a . muslim b . registered democrat voter c . isis d . homophobic e . ready for hillary URL <end>,rumor
553518472798683136,more : official : french terror suspects want to be martyrs ; are holed up with hostage north of paris : URL <end>,rumor
535474881090322432,"more : a law enforcement official says the shooter was myron may , who graduated from florida state : URL <end>",rumor
692113839387709444,sad man tears 2 bananas off larger bunch URL URL <end>,non-rumor
527295015643394048,jose canseco accidentally shot himself in the hand at his las vegas home URL URL <end>,rumor
538408710084001793,a pregnant woman has lost her eye after being shot with bean bag by police in ferguson : URL URL <end>,rumor
531108688749404160,"news that ' home alone ' star macauley culkin is dead has been confirmed as a hoax , he is alive & well . #macauleyculkin URL <end>",rumor
693216311502073856,"why digital companies need more liberal arts majors : creativity , empathy , and listening are more important than ever URL <end>",non-rumor
693873151659249669, i've got a plan to help make sure all our kids get an opportunity to learn computer science .  — @potus #csforall URL <end>,non-rumor
524987184836005889,the rcmp and ottawa police news conference is beginning now . watch live : URL #cbcott #ottnews <end>,rumor
692764799315398656,french police arrest woman who was with man carrying weapons & ammunition at disneyland paris hotel . URL <end>,non-rumor
525088864416043008,"it was a long , dark day in ottawa . a timeline of the attack : URL #ottawashooting URL <end>",rumor
701514249269542912,"no , the polling doesn't prove bernie sanders won the hispanic vote in nevada URL <end>",rumor
551106793959862272,"max baer describes donna douglas as "" elly may until the day she died "" : URL ( cbs ) URL <end>",rumor
742571519105077248,considering the #orlando shooter was a registered democrat i'd like to just put these back here : URL <end>,rumor
524927281048080385,snipers set up on national art gallery as we remain barricaded in centre block on parliament hill #cdnpoli . URL <end>,rumor
407205404075376640,r . i . p to the driver who died with paul walker that no one cares about because he wasn't famous . <end>,rumor
692287441168900097,appeal court judges rule so-called bedroom tax is discriminatory in two cases brought against uk government URL <end>,non-rumor
528357165677817856, afghanistan has been through a lot . you know what it needs now ? deer with fangs .  - - god URL URL <end>,rumor
550279538278543360,"transgender teen leelah alcorn publishes suicide note on tumblr : "" my death needs to mean something "" URL <end>",rumor
640182854928961536,plastic bag use in wales has dropped by 71 per cent since the 5p charge was introduced URL URL <end>,rumor
674713782778654721,#ceres captured by dawn spacecraft . check out those bright spots ! video : URL URL <end>,non-rumor
692506143147606016,"it's a boy ! meet mac , the budweiser family's new baby clydesdale . #budweiser #clydesdale URL <end>",non-rumor
500281131057811456,"breaking news : according to documents released to the press , #mikebrown was connected to an earlier robbery #ferguson URL <end>",rumor
519078654635409410,hewlett-packard announces it will break in two URL <end>,rumor
553505242554175489,"suspects in #charliehebdo attack spoke to police by phone and said they wanted to die as martyrs , says french mp . URL <end>",rumor
650952376954650629,pathetic little twat can't wait to argue over 5p bag charge URL URL <end>,rumor
519311120914722816,corporations have sold or spun off $ 1.6 trillion worth of subsidiaries & biz lines this year . URL URL <end>,rumor
552706985087361025,this dog was abandoned at a scottish railway station with a suitcase full of his belongings URL URL <end>,rumor
732004388181434368,target's new transgender policy raises all sorts of questions . URL <end>,rumor
724320681517670400,"340,000 pledge to boycott target over transgender bathroom policy URL URL <end>",rumor
692391757775028228,. @justinbieber and @kendalljenner strip down for their new @calvinklein ads : URL 😍 URL <end>,non-rumor
535282587325833216," fuck you  in advance to writers , sites , late night show hosts , etc . who will makes jokes about michael phelps ' girlfriend being intersex . <end>",rumor
532246457609244672,vladimir putin's motorcade as seen from the air . URL URL <end>,rumor
690137637810761728,"uk home secretary theresa may says litvinenko's murder was "" blatant and unacceptable "" breach of international law URL <end>",non-rumor
547509900130021377,peek behind the curtain of our save the americans video . URL <end>,rumor
538724882461097986,"hey @abc , why won't you tweet a statement saying that you did not pay or compensate darren wilson for the interview ? why silent ? #ferguson <end>",rumor
407209222850756608,r . i . p rodger rodas the guy no one seems to care about because he's not famous ( died with paul walker ) URL <end>,rumor
553960736964476928,"police chief helric fredou , one of the police officers investigating the case #charliehebdo , commits suicide . URL <end>",rumor
519935535083565056,someone spray painted a penis on a € 1.9 m bugatti veyron URL URL <end>,rumor
524949828711620608,update : one shooter possibly on the loose in #ottawa amid reports of shootings in the city : URL <end>,rumor
692881863644282880,"paul kantner , founding member of jefferson airplane , dies at 74 , publicist says - san francisco gate URL <end>",non-rumor
692747901815119872,"cdc : 31 cases of zika virus in 11 us states ; all patients had traveled , 19 were to puerto rico - @blythebernhard URL <end>",non-rumor
688147918113538049,"hostages taken and people killed in attack on burkina faso hotel by militants , foreign minister says URL <end>",non-rumor
553115236992290816,banksy's illustrated response to the charlie hebdo attack isn't by banksy . but it is striking URL URL <end>,rumor
500278294055768064,"ferguson police chief : officer involved in shooting of michael brown was darren wilson , a 6 - year veteran with no disciplinary record <end>",rumor
427689948398231552,actor eric lawson who portrayed the marlboro man dies from chronic obstructive pulmonary disease : URL <end>,rumor
692736398462300162,"house for sale . asking price ? super bowl 50 tickets . well-played , steelers fan . URL URL <end>",non-rumor
387006700609228801,really ? amber alert website goes dark under government shutdown URL <end>,rumor
692190570140340229,britain's johanna konta clinches australian open semi-final place by beating zhang shuai 6-4 6-1 in melbourne URL <end>,non-rumor
500381163866062848,report : #ferguson police beat up wrong suspect then charged him for getting blood on uniforms in 2009 URL <end>,rumor
517053056211357696,cdc has confirmed that the patient in dallas has tested positive for the ebola virus . we'll have more coming up on khou 11 news at 4 p . m . <end>,rumor
509152237503778816,calm yourselves - durex has not come out with a pumpkin spice condom URL URL <end>,rumor
521496155310796800,"move ! get out ! dumbass ! kristen stewart trashes our #military , defends 9/11 terrorists URL #tcot URL <end>",rumor
518981379963777025,mass grave found in mexico near area where 43 students vanished after a confrontation with police : URL - @thisisfusion <end>,rumor
531568534066057217,alpha male rt @marc_leibowitz : photo of vladimir putin's motorcade . posted without comment . URL <end>,rumor
693696168908423168,"ex-president of el salvador , francisco flores , dies at 56 , government says . URL URL <end>",non-rumor
693098795022725120,the las vegas raiders ? URL URL <end>,non-rumor
535507913226190849,"if you need to get your data down under , our melbourne data center will make an aussie out of you yet . ≡ URL <end>",rumor
693605375803813889," look at this stage , this is what we talk about when we talk about diversity .  #sagawards URL <end>",non-rumor
524977992683237376,shooting investigation going on for more than 3 hours . much of downtown ottawa still in lockdown : URL #cbcott #ottnews <end>,rumor
407167928313081856, fast & furious  stars heartbreakingly mourn paul walker's death URL URL <end>,rumor
352075672543428608,"paula deen moves to have discrimination suit dismissed . just in time for her new book "" how to cook a jew "" . <end>",rumor
693853982293254144,". @drzuhdijasser : "" it's disgraceful that this is ... the mosque that [ @potus ] picked to be the first visit . "" @ffweekend URL <end>",non-rumor
692812029611089920,justin bieber must be loving himself right now . URL <end>,non-rumor
524932056560963584,"breaking : at least 20 shots have been fired in the canadian parliament in ottawa , according to witnesses . <end>",rumor
517416417164263424,oklahoma beheading suspect alton nolen ordered held without bond URL URL <end>,rumor
495365942726381568,"#riphulkhogan . you lifted weights , but you also lifted my heart . <end>",rumor
552615631246622721,dog found abandoned at scottish train station with suitcase of belongings ( photo : spca ) URL URL <end>,rumor
500308076004929537,"possible "" robbery "" took place and bam ! like magic it's as if another unarmed black youth being murdered has been forgotten #smh #ferguson <end>",rumor
553474188259102720,"breaking : shots fired , hostages taken in manhunt for #charliehebdo attackers , police say URL URL <end>",rumor
692946556396244992,this young warriors fan wants riley curry to be his valentine . what does pops have to say about that ? URL <end>,non-rumor
653285570383335424,5p ! ! ! hell no ! ! ! #5pbagcharge 😵 😵 URL <end>,rumor
514512849876836352,don't put your iphone 6 in your pocket y'all URL URL <end>,rumor
544698560655400961,"the story of a 17 - year-old stock whiz with a rumored net worth of $ 72 million made a splash , but quickly unraveled . URL <end>",rumor
509473920060104704,microsoft to buy mojang - report URL $ 2 billion deal could be signed this week URL <end>,rumor
692142338890661888,"ex-new york giants safety tyler sash , who died at 27 , found to have degenerative brain disease c . t . e . - ny times URL <end>",non-rumor
740748123581087745,first female candidate for president was not @hillaryclinton it was victoria woodhull in 1872 #nhpolitics #tcot URL <end>,rumor
523943647449198592,now he's a one-handed scientist rt @cbsnews : puppy-sized spider surprises scientist in rainforest URL <end>,rumor
780436430732525569,"well , this is a new one : chelsea clinton implies that marijuana can kill you . 2016 , y'all . URL #mmot #p2 #tcot #tlot <end>",rumor
556541489388724224,hour five of your road trip ? time to break out the s pen . URL <end>,rumor
505611045897924608,"15 year old who "" swatted "" gamer convicted of domestic terrorism ; 25 years to life in federal prison URL <end>",rumor
691889802724118532,an american woman on vacation in grenada was killed after she was attacked by a man with a machete . URL <end>,non-rumor
500279160795721728,"question for #ferguson police chief ? if officer darren wilson was in pursuit of a robbery suspect , why tell kids to get out of the road ? lie <end>",rumor
489802446001434625,latest so far on shot down malaysia airlines plane #mh17 URL URL <end>,rumor
547803254516490240,"will you be able to float on jan . 4 , 2015 , aka zero g day ? hint : no . URL URL <end>",rumor
